kind,sweep,value,T,B,N,D,sigma,L,regime,mode,time_ms,mem_mib,firing
axonal,D,5.0,250,256,256,5,1.0,9,fwd,triton_exact,6.5720319747924805,312.7626953125,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwd,eventdriven,15.019968032836914,250.009765625,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwd,vanilla,41.32841491699219,188.0,0.12425623089075089
axonal,D,5.0,250,256,256,5,1.0,9,fwdbwd,v2,193.50015258789062,881.16064453125,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwdbwd,v1,283.5650634765625,825.52783203125,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwdbwd,triton_exact,67.58521270751953,625.52392578125,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwdbwd,eventdriven,75.23020935058594,625.77392578125,0.11677368730306625
axonal,D,5.0,250,256,256,5,1.0,9,fwdbwd,vanilla,123.03462219238281,313.0,0.12425623089075089
axonal,D,10.0,250,256,256,10,1.0,14,fwd,v2,66.69926452636719,254.27734375,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwd,v1,78.10880279541016,198.2646484375,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwd,triton_exact,8.371199607849121,312.767578125,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwd,eventdriven,18.18726348876953,250.0146484375,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwd,vanilla,41.29996871948242,188.0,0.12425623089075089
axonal,D,10.0,250,256,256,10,1.0,14,fwdbwd,v2,200.19711303710938,1202.55517578125,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwdbwd,v1,290.1104736328125,1141.54248046875,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwdbwd,triton_exact,74.45295715332031,626.53369140625,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwdbwd,eventdriven,83.58297729492188,626.78369140625,0.1168883740901947
axonal,D,10.0,250,256,256,10,1.0,14,fwdbwd,vanilla,121.27241516113281,313.0,0.12425623089075089
axonal,D,25.0,250,256,256,25,1.0,29,fwd,v2,66.7495346069336,257.556640625,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwd,v1,77.16960144042969,209.529296875,0.11647504568099976
