kind,sweep,value,T,B,N,D,sigma,L,regime,mode,time_ms,mem_mib,firing
axonal,sigma,4.0,250,256,256,25,4.0,32,fwdbwd,vanilla,136.85658264160156,313.0,0.12425623089075089
axonal,sigma,8.0,250,256,256,25,8.0,36,fwd,v2,82.28166198730469,259.3203125,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwd,v1,102.19808197021484,214.7861328125,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwd,triton_exact,19.798015594482422,312.7890625,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwd,eventdriven,60.834815979003906,250.0361328125,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwd,vanilla,51.55833435058594,188.0,0.12425623089075089
axonal,sigma,8.0,250,256,256,25,8.0,36,fwdbwd,v2,220.72425842285156,2571.64111328125,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwdbwd,v1,434.1483459472656,2533.10693359375,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwdbwd,triton_exact,108.96873474121094,626.57666015625,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwdbwd,eventdriven,149.0166015625,626.82666015625,0.10993652790784836
axonal,sigma,8.0,250,256,256,25,8.0,36,fwdbwd,vanilla,133.93817138671875,313.0,0.12425623089075089
