model,layer,mean,sd,n,sem
ax_fixed,1,4.519347136362147,1.243414931498429,5,0.5560720622137464
ax_fixed,2,5.224871618748567,0.6517382278272088,5,0.29146619619137676
ax_fixed,3,0.8556569522127347,0.04974503721179765,5,0.022246656949767227
ax_learned,1,6.715075393320904,0.8629407795390452,5,0.3859188487211929
ax_learned,2,6.253884146142022,0.5179641879599384,5,0.23164062683778006
ax_learned,3,0.9835475746573781,0.21621905563297156,5,0.09669610128522664
