model,std,magnitude,model_seed,perturb_seed,acc
ax_fixed,8,0.2,1,0,77.14987714987716
ax_fixed,8,0.2,1,1,76.87346437346437
ax_fixed,8,0.2,1,2,77.11916461916462
ax_fixed,8,0.3,1,0,70.96130221130221
ax_fixed,8,0.3,1,1,71.45270270270271
ax_fixed,8,0.3,1,2,71.72911547911548
ax_fixed,8,0.4,1,0,62.99140049140049
ax_fixed,8,0.4,1,1,62.82248157248157
ax_fixed,8,0.4,1,2,62.63820638820639
ax_fixed,8,0.5,1,0,48.971130221130224
ax_fixed,8,0.5,1,1,49.76965601965602
ax_fixed,8,0.5,1,2,49.81572481572481
ax_fixed,8,0.0,2,0,82.4477886977887
ax_fixed,8,0.1,2,0,80.71253071253071
ax_fixed,8,0.1,2,1,80.78931203931204
ax_fixed,8,0.1,2,2,80.98894348894349
ax_fixed,8,0.2,2,0,78.48587223587224
ax_fixed,8,0.2,2,1,78.30159705159706
ax_fixed,8,0.2,2,2,77.76412776412776
ax_fixed,8,0.3,2,0,72.57371007371007
ax_fixed,8,0.3,2,1,73.17260442260442
ax_fixed,8,0.3,2,2,73.17260442260442
ax_fixed,8,0.4,2,0,65.37162162162163
ax_fixed,8,0.4,2,1,65.6019656019656
ax_fixed,8,0.4,2,2,65.31019656019656
ax_fixed,8,0.5,2,0,53.96191646191646
ax_fixed,8,0.5,2,1,53.93120393120393
ax_fixed,8,0.5,2,2,53.86977886977887
ax_fixed,13,0.0,0,0,82.21744471744472
ax_fixed,13,0.1,0,0,80.22113022113022
ax_fixed,13,0.1,0,1,80.11363636363636
ax_fixed,13,0.1,0,2,80.02149877149877
ax_fixed,13,0.2,0,0,76.91953316953317
ax_fixed,13,0.2,0,1,76.82739557739558
ax_fixed,13,0.2,0,2,77.3034398034398
ax_fixed,13,0.3,0,0,71.68304668304668
ax_fixed,13,0.3,0,1,72.32800982800983
ax_fixed,13,0.3,0,2,71.56019656019656
ax_fixed,13,0.4,0,0,62.97604422604422
ax_fixed,13,0.4,0,1,63.42137592137592
ax_fixed,13,0.4,0,2,62.57678132678133
ax_fixed,13,0.5,0,0,49.37039312039312
ax_fixed,13,0.5,0,1,49.462530712530715
ax_fixed,13,0.5,0,2,49.53931203931204
ax_fixed,13,0.0,1,0,82.96990171990171
ax_fixed,13,0.1,1,0,81.2039312039312
ax_fixed,13,0.1,1,1,81.21928746928747
ax_fixed,13,0.1,1,2,80.92751842751842
ax_fixed,13,0.2,1,0,77.57985257985258
ax_fixed,13,0.2,1,1,77.3034398034398
ax_fixed,13,0.2,1,2,77.257371007371
ax_fixed,13,0.3,1,0,70.88452088452088
ax_fixed,13,0.3,1,1,71.75982800982801
ax_fixed,13,0.3,1,2,70.93058968058968
ax_fixed,13,0.4,1,0,61.19471744471745
ax_fixed,13,0.4,1,1,60.62653562653563
ax_fixed,13,0.4,1,2,61.21007371007371
ax_fixed,13,0.5,1,0,45.930589680589684
ax_fixed,13,0.5,1,1,46.59090909090909
ax_fixed,13,0.5,1,2,47.266584766584764
ax_fixed,13,0.0,2,0,82.66277641277641
ax_fixed,13,0.1,2,0,81.23464373464374
ax_fixed,13,0.1,2,1,81.09643734643734
ax_fixed,13,0.1,2,2,81.44963144963145
ax_fixed,13,0.2,2,0,78.48587223587224
ax_fixed,13,0.2,2,1,78.4551597051597
ax_fixed,13,0.2,2,2,78.4551597051597
ax_fixed,13,0.3,2,0,73.0497542997543
ax_fixed,13,0.3,2,1,72.97297297297297
ax_fixed,13,0.3,2,2,73.0497542997543
ax_fixed,13,0.4,2,0,64.54238329238329
ax_fixed,13,0.4,2,1,63.943488943488944
ax_fixed,13,0.4,2,2,64.8034398034398
ax_fixed,13,0.5,2,0,50.783169533169534
ax_fixed,13,0.5,2,1,51.25921375921376
ax_fixed,13,0.5,2,2,51.64312039312039
ax_fixed,18,0.0,0,0,81.77211302211302
ax_fixed,18,0.1,0,0,80.12899262899263
