model,layer,selection,magnitude,model_seed,perturb_seed,dose,acc
ax_learned,2,short,0.5,3,0,1.15625,80.90962614071239
ax_learned,2,short,0.5,3,1,1.234375,80.94397016975763
ax_learned,2,short,0.5,3,2,1.2265625,80.86056324207634
ax_learned,2,short,0.75,3,0,3.359375,79.771366892356
ax_learned,2,short,0.75,3,1,3.5546875,79.88421155921891
ax_learned,2,short,0.75,3,2,3.4296875,79.34451967422235
ax_learned,3,random,0.0,3,0,0.0,82.2539495633402
ax_learned,3,random,0.1,3,0,0.703125,81.95957217152389
ax_learned,3,random,0.1,3,1,0.78125,82.14601118634089
ax_learned,3,random,0.1,3,2,0.9375,82.19016779511334
ax_learned,3,random,0.25,3,0,2.0546875,81.98410362084192
ax_learned,3,random,0.25,3,1,2.6875,81.84672750466098
ax_learned,3,random,0.25,3,2,1.890625,81.98410362084192
ax_learned,3,random,0.5,3,0,4.359375,81.60631930134433
ax_learned,3,random,0.5,3,1,4.3125,81.73388283779806
ax_learned,3,random,0.5,3,2,4.6328125,81.5817878520263
ax_learned,3,random,0.75,3,0,6.984375,81.36100480816407
ax_learned,3,random,0.75,3,1,7.1015625,81.3904425473457
ax_learned,3,random,0.75,3,2,6.421875,81.35609851830046
ax_learned,3,random,1.0,3,0,8.96875,80.87528211166716
ax_learned,3,random,1.0,3,1,8.421875,81.12059660484742
ax_learned,3,random,1.0,3,2,8.9296875,80.60052987930527
ax_learned,3,long,0.1,3,0,0.28125,82.11166715729566
ax_learned,3,long,0.1,3,1,0.375,82.16073005593171
ax_learned,3,long,0.1,3,2,0.3203125,82.25885585320381
ax_learned,3,long,0.25,3,0,1.3125,81.95957217152389
ax_learned,3,long,0.25,3,1,1.4296875,82.00372878029634
ax_learned,3,long,0.25,3,2,1.3359375,82.14110489647729
ax_learned,3,long,0.5,3,0,3.296875,81.90560298302424
ax_learned,3,long,0.5,3,1,3.6875,81.69463251888922
ax_learned,3,long,0.5,3,2,3.3359375,81.73388283779806
ax_learned,3,long,0.75,3,0,6.4921875,81.21872240211951
ax_learned,3,long,0.75,3,1,6.171875,81.36591109802767
ax_learned,3,long,0.75,3,2,6.09375,81.35119222843686
ax_learned,3,short,0.1,3,0,0.09375,82.33245020115788
ax_learned,3,short,0.1,3,1,0.125,82.12638602688646
ax_learned,3,short,0.1,3,2,0.1015625,82.1656363457953
ax_learned,3,short,0.25,3,0,0.546875,81.97429104111471
ax_learned,3,short,0.25,3,1,0.5234375,82.12147973702287
ax_learned,3,short,0.25,3,2,0.5390625,81.98900991070552
ax_learned,3,short,0.5,3,0,1.390625,81.93013443234226
ax_learned,3,short,0.5,3,1,1.609375,81.70935138848003
ax_learned,3,short,0.5,3,2,1.46875,81.63085075066235
ax_learned,3,short,0.75,3,0,3.96875,81.46894318516338
ax_learned,3,short,0.75,3,1,3.796875,81.54253753311745
ax_learned,3,short,0.75,3,2,3.7109375,81.4787557648906
ax_learned,1,random,0.0,4,0,0.0,82.71023452065548
ax_learned,1,random,0.1,4,0,1.3515625,82.19507408497694
ax_learned,1,random,0.1,4,1,1.2578125,82.26376214306741
ax_learned,1,random,0.1,4,2,1.34375,82.1558237660681
ax_learned,1,random,0.25,4,0,3.2578125,81.49838092434501
ax_learned,1,random,0.25,4,1,3.078125,81.28741046020998
ax_learned,1,random,0.25,4,2,3.171875,80.30124619762536
ax_learned,1,random,0.5,4,0,5.7265625,80.98322048866648
ax_learned,1,random,0.5,4,1,5.1796875,79.91855558826416
ax_learned,1,random,0.5,4,2,5.4453125,79.01579825336081
ax_learned,1,random,0.75,4,0,7.6328125,77.01403198900991
ax_learned,1,random,0.75,4,1,8.3203125,74.26160337552743
ax_learned,1,random,0.75,4,2,8.6875,72.77990383671867
ax_learned,1,random,1.0,4,0,10.609375,71.3619860661368
ax_learned,1,random,1.0,4,1,10.6640625,69.07565498969679
ax_learned,1,random,1.0,4,2,11.1328125,70.06672554214504
ax_learned,1,long,0.1,4,0,0.765625,82.26866843293102
ax_learned,1,long,0.1,4,1,0.78125,82.5385143754293
ax_learned,1,long,0.1,4,2,0.671875,82.32754391129428
ax_learned,1,long,0.25,4,0,2.3671875,82.1558237660681
ax_learned,1,long,0.25,4,1,2.15625,81.8761652438426
ax_learned,1,long,0.25,4,2,2.3828125,82.10185457756845
ax_learned,1,long,0.5,4,0,5.4609375,79.80571092140124
ax_learned,1,long,0.5,4,1,5.4453125,80.18840153076243
ax_learned,1,long,0.5,4,2,5.1796875,80.63978019821411
ax_learned,1,long,0.75,4,0,8.609375,78.18172897654793
ax_learned,1,long,0.75,4,1,7.890625,79.8694926896281
ax_learned,1,long,0.75,4,2,8.25,78.3485428319105
ax_learned,1,short,0.1,4,0,0.0,82.71023452065548
ax_learned,1,short,0.1,4,1,0.0,82.71023452065548
ax_learned,1,short,0.1,4,2,0.0,82.71023452065548
ax_learned,1,short,0.25,4,0,0.09375,82.22941811402218
ax_learned,1,short,0.25,4,1,0.1015625,82.61210872338337
ax_learned,1,short,0.25,4,2,0.0859375,82.48454518692964
ax_learned,1,short,0.5,4,0,1.1015625,80.98812677853007
ax_learned,1,short,0.5,4,1,1.1328125,81.15494063389265
ax_learned,1,short,0.5,4,2,1.0390625,81.34137964870965
ax_learned,1,short,0.75,4,0,3.484375,75.21832989893043
ax_learned,1,short,0.75,4,1,3.21875,76.37621430674125
ax_learned,1,short,0.75,4,2,3.296875,77.35256598959866
ax_learned,2,random,0.0,4,0,0.0,82.71023452065548
ax_learned,2,random,0.1,4,0,0.96875,82.02826022961436
ax_learned,2,random,0.1,4,1,0.8359375,82.05769796879599
ax_learned,2,random,0.1,4,2,1.109375,81.81728976547934
ax_learned,2,random,0.25,4,0,2.703125,81.43950544598175
ax_learned,2,random,0.25,4,1,2.4921875,81.05681483662055
ax_learned,2,random,0.25,4,2,2.9609375,81.61122559120793
ax_learned,2,random,0.5,4,0,5.2265625,79.27583161613188
ax_learned,2,random,0.5,4,1,5.59375,79.70758512412914
ax_learned,2,random,0.5,4,2,5.1484375,79.15808065940536
ax_learned,2,random,0.75,4,0,8.2421875,74.97301540575017
ax_learned,2,random,0.75,4,1,7.765625,76.85703071337454
ax_learned,2,random,0.75,4,2,8.1953125,76.58227848101266
ax_learned,2,random,1.0,4,0,10.6328125,69.77234815032872
ax_learned,2,random,1.0,4,1,10.34375,70.49357276027868
ax_learned,2,random,1.0,4,2,10.765625,69.66440977332941
ax_learned,2,long,0.1,4,0,0.8359375,82.39132567952115
ax_learned,2,long,0.1,4,1,0.8515625,82.19998037484055
ax_learned,2,long,0.1,4,2,0.828125,82.51398292611127
ax_learned,2,long,0.25,4,0,2.0,82.11166715729566
ax_learned,2,long,0.25,4,1,2.1640625,81.95466588166029
ax_learned,2,long,0.25,4,2,2.1484375,81.97919733097831
ax_learned,2,long,0.5,4,0,4.5703125,80.7231871258954
ax_learned,2,long,0.5,4,1,5.0234375,80.22765184967128
ax_learned,2,long,0.5,4,2,4.96875,80.31596506721617
ax_learned,2,long,0.75,4,0,7.546875,78.0639780198214
ax_learned,2,long,0.75,4,1,8.1484375,76.53321558237661
ax_learned,2,long,0.75,4,2,7.7734375,77.53409871455206
ax_learned,2,short,0.1,4,0,0.0,82.71023452065548
ax_learned,2,short,0.1,4,1,0.0,82.71023452065548
ax_learned,2,short,0.1,4,2,0.0,82.71023452065548
ax_learned,2,short,0.25,4,0,0.25,82.29810617211265
ax_learned,2,short,0.25,4,1,0.2734375,82.12147973702287
ax_learned,2,short,0.25,4,2,0.296875,82.04788538906878
ax_learned,2,short,0.5,4,0,1.1484375,81.16475321361986
ax_learned,2,short,0.5,4,1,1.2265625,81.21872240211951
ax_learned,2,short,0.5,4,2,1.21875,80.92925130016681
ax_learned,2,short,0.75,4,0,3.6484375,78.68707683249926
ax_learned,2,short,0.75,4,1,3.828125,78.86860955745266
ax_learned,2,short,0.75,4,2,3.65625,79.4818957904033
ax_learned,3,random,0.0,4,0,0.0,82.71023452065548
ax_learned,3,random,0.1,4,0,0.96875,82.46982631733883
ax_learned,3,random,0.1,4,1,0.875,82.52870179570209
ax_learned,3,random,0.1,4,2,1.0546875,82.4354822882936
ax_learned,3,random,0.25,4,0,2.1953125,82.47963889706604
ax_learned,3,random,0.25,4,1,2.46875,82.31773133156707
ax_learned,3,random,0.25,4,2,2.015625,82.21469924443136
ax_learned,3,random,0.5,4,0,4.3046875,82.10676086743204
ax_learned,3,random,0.5,4,1,4.984375,81.95466588166029
ax_learned,3,random,0.5,4,2,4.9140625,81.85163379452457
ax_learned,3,random,0.75,4,0,7.1953125,81.41006770680012
ax_learned,3,random,0.75,4,1,7.453125,81.46894318516338
ax_learned,3,random,0.75,4,2,6.9453125,81.64556962025317
ax_learned,3,random,1.0,4,0,9.671875,80.94887645962123
ax_learned,3,random,1.0,4,1,9.875,80.98322048866648
ax_learned,3,random,1.0,4,2,10.4140625,80.92925130016681
ax_learned,3,long,0.1,4,0,0.515625,82.7298596801099
ax_learned,3,long,0.1,4,1,0.640625,82.47473260720243
ax_learned,3,long,0.1,4,2,0.5859375,82.70532823079188
ax_learned,3,long,0.25,4,0,1.703125,82.40604454911197
ax_learned,3,long,0.25,4,1,1.90625,82.38151309979393
ax_learned,3,long,0.25,4,2,1.8203125,82.48454518692964
ax_learned,3,long,0.5,4,0,3.7109375,82.02335393975076
ax_learned,3,long,0.5,4,1,4.1484375,82.03316651947797
ax_learned,3,long,0.5,4,2,3.8203125,82.10676086743204
ax_learned,3,long,0.75,4,0,7.09375,81.51309979393582
ax_learned,3,long,0.75,4,1,6.7421875,81.50328721420861
ax_learned,3,long,0.75,4,2,6.6328125,81.61122559120793
ax_learned,3,short,0.1,4,0,0.1015625,82.56795211461093
ax_learned,3,short,0.1,4,1,0.1484375,82.60229614365616
ax_learned,3,short,0.1,4,2,0.1328125,82.69060936120106
ax_learned,3,short,0.25,4,0,0.5625,82.51888921597488
ax_learned,3,short,0.25,4,1,0.546875,82.61701501324698
ax_learned,3,short,0.25,4,2,0.578125,82.38641938965755
ax_learned,3,short,0.5,4,0,1.5,82.23923069374939
ax_learned,3,short,0.5,4,1,1.7265625,82.07732312825041
ax_learned,3,short,0.5,4,2,1.5625,82.25885585320381
ax_learned,3,short,0.75,4,0,4.140625,81.9644784613875
ax_learned,3,short,0.75,4,1,3.96875,81.91541556275145
ax_learned,3,short,0.75,4,2,3.9140625,82.0675105485232
ax_fixed,1,random,0.0,0,0,0.0,82.14601118634089
ax_fixed,1,random,0.1,0,0,0.9765625,81.75841428711608
ax_fixed,1,random,0.1,0,1,0.8671875,81.66028848984398
ax_fixed,1,random,0.1,0,2,0.3984375,82.18035521538613
ax_fixed,1,random,0.25,0,0,2.5859375,80.30124619762536
ax_fixed,1,random,0.25,0,1,1.96875,81.43459915611814
ax_fixed,1,random,0.25,0,2,1.5,81.57197527229908
ax_fixed,1,random,0.5,0,0,4.1875,79.14336178981455
ax_fixed,1,random,0.5,0,1,4.21875,79.79099205181042
ax_fixed,1,random,0.5,0,2,3.3828125,81.1058777352566
ax_fixed,1,random,0.75,0,0,6.2890625,77.68128741046021
ax_fixed,1,random,0.75,0,1,6.3515625,74.57560592679816
ax_fixed,1,random,0.75,0,2,5.8125,78.47120007850064
ax_fixed,1,random,1.0,0,0,7.765625,73.26072024335198
ax_fixed,1,random,1.0,0,1,8.3203125,73.46678441762339
ax_fixed,1,random,1.0,0,2,7.9453125,74.73751349229713
ax_fixed,1,long,0.1,0,0,0.453125,82.14601118634089
ax_fixed,1,long,0.1,0,1,0.4765625,81.95466588166029
ax_fixed,1,long,0.1,0,2,0.421875,82.02826022961436
ax_fixed,1,long,0.25,0,0,1.296875,81.75841428711608
ax_fixed,1,long,0.25,0,1,1.1328125,81.81238347561575
ax_fixed,1,long,0.25,0,2,1.2578125,81.8761652438426
ax_fixed,1,long,0.5,0,0,3.0859375,81.19909724266509
ax_fixed,1,long,0.5,0,1,3.046875,81.100971445393
ax_fixed,1,long,0.5,0,2,2.859375,81.3070356196644
ax_fixed,1,long,0.75,0,0,5.546875,80.13443234226278
ax_fixed,1,long,0.75,0,1,5.1953125,80.35030909626141
ax_fixed,1,long,0.75,0,2,5.2890625,80.20802669021685
ax_fixed,1,short,0.1,0,0,0.0546875,82.17054263565892
ax_fixed,1,short,0.1,0,1,0.0546875,82.20979295456776
ax_fixed,1,short,0.1,0,2,0.0390625,82.1656363457953
ax_fixed,1,short,0.25,0,0,0.359375,82.12638602688646
ax_fixed,1,short,0.25,0,1,0.28125,81.93994701206947
ax_fixed,1,short,0.25,0,2,0.3515625,81.95957217152389
ax_fixed,1,short,0.5,0,0,1.4609375,80.0608379943087
ax_fixed,1,short,0.5,0,1,1.515625,79.76155431262879
ax_fixed,1,short,0.5,0,2,1.3515625,80.85075066234913
ax_fixed,1,short,0.75,0,0,3.6640625,77.34275340987145
ax_fixed,1,short,0.75,0,1,3.4375,77.45069178687076
ax_fixed,1,short,0.75,0,2,3.4296875,79.20714355804141
ax_fixed,2,random,0.0,0,0,0.0,82.14601118634089
ax_fixed,2,random,0.1,0,0,1.0703125,81.82710234520655
ax_fixed,2,random,0.1,0,1,0.625,81.92032185261505
ax_fixed,2,random,0.1,0,2,0.859375,81.74369541752527
ax_fixed,2,random,0.25,0,0,2.6484375,80.5367481110784
ax_fixed,2,random,0.25,0,1,1.5625,81.52291237366303
ax_fixed,2,random,0.25,0,2,2.203125,81.08625257580218
ax_fixed,2,random,0.5,0,0,3.9296875,79.99214993621823
ax_fixed,2,random,0.5,0,1,4.09375,80.19330782062605
ax_fixed,2,random,0.5,0,2,4.609375,78.48591894809145
ax_fixed,2,random,0.75,0,0,6.0859375,77.04837601805515
ax_fixed,2,random,0.75,0,1,6.1484375,76.86193700323815
ax_fixed,2,random,0.75,0,2,6.1328125,76.73927975664802
ax_fixed,2,random,1.0,0,0,8.4765625,70.62604258659601
ax_fixed,2,random,1.0,0,1,8.21875,72.514964184084
ax_fixed,2,random,1.0,0,2,8.3515625,72.43646354626631
ax_fixed,2,long,0.1,0,0,0.5546875,82.16073005593171
ax_fixed,2,long,0.1,0,1,0.5546875,82.13129231675008
ax_fixed,2,long,0.1,0,2,0.546875,81.98410362084192
ax_fixed,2,long,0.25,0,0,1.359375,81.97919733097831
ax_fixed,2,long,0.25,0,1,1.5078125,81.83200863507015
ax_fixed,2,long,0.25,0,2,1.484375,81.52781866352665
ax_fixed,2,long,0.5,0,0,3.0,80.89490727112158
ax_fixed,2,long,0.5,0,1,3.3203125,80.63978019821411
ax_fixed,2,long,0.5,0,2,3.28125,80.57109214012364
ax_fixed,2,long,0.75,0,0,5.5234375,78.17682268668433
ax_fixed,2,long,0.75,0,1,5.9296875,77.51447355509764
ax_fixed,2,long,0.75,0,2,5.6328125,77.32312825041703
ax_fixed,2,short,0.1,0,0,0.0390625,81.98900991070552
ax_fixed,2,short,0.1,0,1,0.0390625,82.08222941811403
ax_fixed,2,short,0.1,0,2,0.046875,82.1656363457953
ax_fixed,2,short,0.25,0,0,0.265625,82.20488666470415
ax_fixed,2,short,0.25,0,1,0.296875,82.0626042586596
ax_fixed,2,short,0.25,0,2,0.3203125,82.11166715729566
ax_fixed,2,short,0.5,0,0,1.28125,81.41497399666372
ax_fixed,2,short,0.5,0,1,1.359375,81.17947208321067
ax_fixed,2,short,0.5,0,2,1.359375,80.84093808262192
ax_fixed,2,short,0.75,0,0,3.5625,79.93818074771858
ax_fixed,2,short,0.75,0,1,3.7734375,79.52114610931214
ax_fixed,2,short,0.75,0,2,3.59375,78.93239132567952
ax_fixed,3,random,0.0,0,0,0.0,82.14601118634089
ax_fixed,3,random,0.1,0,0,0.8984375,82.01354136002355
ax_fixed,3,random,0.1,0,1,0.5390625,82.02335393975076
ax_fixed,3,random,0.1,0,2,1.015625,81.86144637425178
ax_fixed,3,random,0.25,0,0,2.1875,81.93994701206947
ax_fixed,3,random,0.25,0,1,2.53125,82.02335393975076
ax_fixed,3,random,0.25,0,2,1.453125,81.93504072220587
ax_fixed,3,random,0.5,0,0,3.59375,81.54744382298107
ax_fixed,3,random,0.5,0,1,4.0078125,81.51309979393582
ax_fixed,3,random,0.5,0,2,4.234375,81.26778530075556
ax_fixed,3,random,0.75,0,0,5.4375,81.3953488372093
ax_fixed,3,random,0.75,0,1,6.015625,81.51800608379943
ax_fixed,3,random,0.75,0,2,6.4140625,81.0175645177117
ax_fixed,3,random,1.0,0,0,7.78125,80.88509469139437
ax_fixed,3,random,1.0,0,1,7.8984375,80.73790599548622
ax_fixed,3,random,1.0,0,2,8.0859375,81.06662741634776
ax_fixed,3,long,0.1,0,0,0.3828125,82.04788538906878
ax_fixed,3,long,0.1,0,1,0.5078125,82.11166715729566
ax_fixed,3,long,0.1,0,2,0.4609375,82.04788538906878
ax_fixed,3,long,0.25,0,0,1.3359375,82.04297909920518
ax_fixed,3,long,0.25,0,1,1.4765625,81.93013443234226
ax_fixed,3,long,0.25,0,2,1.4453125,81.871258953979
ax_fixed,3,long,0.5,0,0,2.921875,81.75841428711608
ax_fixed,3,long,0.5,0,1,3.2890625,81.76822686684329
ax_fixed,3,long,0.5,0,2,3.0625,81.871258953979
ax_fixed,3,long,0.75,0,0,5.6953125,81.41497399666372
ax_fixed,3,long,0.75,0,1,5.390625,81.28741046020998
ax_fixed,3,long,0.75,0,2,5.3359375,81.53272495339024
ax_fixed,3,short,0.1,0,0,0.0390625,82.09694828770483
ax_fixed,3,short,0.1,0,1,0.0390625,82.16073005593171
ax_fixed,3,short,0.1,0,2,0.0390625,82.22941811402218
ax_fixed,3,short,0.25,0,0,0.4296875,82.19998037484055
ax_fixed,3,short,0.25,0,1,0.4609375,82.19998037484055
ax_fixed,3,short,0.25,0,2,0.421875,82.09694828770483
ax_fixed,3,short,0.5,0,0,1.3046875,81.81238347561575
ax_fixed,3,short,0.5,0,1,1.5625,81.7780394465705
ax_fixed,3,short,0.5,0,2,1.40625,81.80747718575213
ax_fixed,3,short,0.75,0,0,3.6484375,81.6750073594348
ax_fixed,3,short,0.75,0,1,3.4375,81.50819350407222
ax_fixed,3,short,0.75,0,2,3.4140625,81.60141301148072
ax_fixed,1,random,0.0,1,0,0.0,81.84182121479736
ax_fixed,1,random,0.1,1,0,1.0703125,81.72407025807085
ax_fixed,1,random,0.1,1,1,0.828125,81.63085075066235
ax_fixed,1,random,0.1,1,2,0.5703125,81.85654008438819
ax_fixed,1,random,0.25,1,0,2.3203125,81.03228338730253
ax_fixed,1,random,0.25,1,1,2.1796875,81.0175645177117
ax_fixed,1,random,0.25,1,2,2.1953125,81.05681483662055
ax_fixed,1,random,0.5,1,0,4.359375,79.97743106662742
ax_fixed,1,random,0.5,1,1,4.3359375,80.04121283485428
ax_fixed,1,random,0.5,1,2,4.203125,80.48277892257875
ax_fixed,1,random,0.75,1,0,6.796875,79.0992051810421
ax_fixed,1,random,0.75,1,1,6.1171875,78.60366990481798
ax_fixed,1,random,0.75,1,2,6.28125,78.9078598763615
ax_fixed,1,random,1.0,1,0,8.40625,78.08850946913944
ax_fixed,1,random,1.0,1,1,7.96875,75.33117456579335
ax_fixed,1,random,1.0,1,2,8.0234375,77.45069178687076
ax_fixed,1,long,0.1,1,0,0.3984375,81.99391620056913
ax_fixed,1,long,0.1,1,1,0.40625,81.81238347561575
ax_fixed,1,long,0.1,1,2,0.359375,81.81728976547934
ax_fixed,1,long,0.25,1,0,1.4140625,81.53272495339024
ax_fixed,1,long,0.25,1,1,1.2265625,81.45422431557256
ax_fixed,1,long,0.25,1,2,1.40625,81.55725640270828
ax_fixed,1,long,0.5,1,0,3.1171875,81.03228338730253
ax_fixed,1,long,0.5,1,1,3.109375,81.32175448925523
ax_fixed,1,long,0.5,1,2,3.0078125,81.41988028652733
ax_fixed,1,long,0.75,1,0,5.71875,79.584927877539
ax_fixed,1,long,0.75,1,1,5.296875,80.05102541458149
ax_fixed,1,long,0.75,1,2,5.4453125,80.09518202335394
ax_fixed,1,short,0.1,1,0,0.078125,81.91541556275145
ax_fixed,1,short,0.1,1,1,0.078125,81.68972622902561
ax_fixed,1,short,0.1,1,2,0.0625,81.97429104111471
ax_fixed,1,short,0.25,1,0,0.46875,81.84182121479736
ax_fixed,1,short,0.25,1,1,0.375,81.82710234520655
ax_fixed,1,short,0.25,1,2,0.46875,81.71916396820724
ax_fixed,1,short,0.5,1,0,1.5625,79.93327445785496
ax_fixed,1,short,0.5,1,1,1.6015625,80.20802669021685
ax_fixed,1,short,0.5,1,2,1.4296875,80.74771857521343
ax_fixed,1,short,0.75,1,0,3.8359375,79.57511529781179
ax_fixed,1,short,0.75,1,1,3.6015625,78.93729761554313
ax_fixed,1,short,0.75,1,2,3.609375,78.20626042586596
ax_fixed,2,random,0.0,1,0,0.0,81.84182121479736
ax_fixed,2,random,0.1,1,0,0.625,81.61122559120793
ax_fixed,2,random,0.1,1,1,0.7734375,81.6750073594348
ax_fixed,2,random,0.1,1,2,0.5546875,81.8663526641154
ax_fixed,2,random,0.25,1,0,2.046875,81.21872240211951
ax_fixed,2,random,0.25,1,1,2.0859375,81.53763124325386
ax_fixed,2,random,0.25,1,2,2.1640625,81.07153370621137
ax_fixed,2,random,0.5,1,0,3.453125,80.04611912471789
ax_fixed,2,random,0.5,1,1,4.0546875,79.51623981944853
ax_fixed,2,random,0.5,1,2,3.3984375,79.91364929840054
ax_fixed,2,random,0.75,1,0,6.234375,75.81689726229025
ax_fixed,2,random,0.75,1,1,5.921875,77.31822196055343
ax_fixed,2,random,0.75,1,2,5.375,78.50554410754587
ax_fixed,2,random,1.0,1,0,8.078125,71.83298989304288
ax_fixed,2,random,1.0,1,1,7.421875,75.19870473947601
ax_fixed,2,random,1.0,1,2,7.8046875,73.0006868805809
ax_fixed,2,long,0.1,1,0,0.515625,81.70935138848003
ax_fixed,2,long,0.1,1,1,0.546875,81.63085075066235
ax_fixed,2,long,0.1,1,2,0.53125,81.69953880875282
ax_fixed,2,long,0.25,1,0,1.296875,81.3070356196644
ax_fixed,2,long,0.25,1,1,1.40625,81.31684819939161
ax_fixed,2,long,0.25,1,2,1.3828125,81.15984692375626
ax_fixed,2,long,0.5,1,0,2.9140625,80.00196251594544
ax_fixed,2,long,0.5,1,1,3.2109375,80.2472770091257
ax_fixed,2,long,0.5,1,2,3.140625,80.21783926994406
ax_fixed,2,long,0.75,1,0,5.1015625,79.07958002158767
ax_fixed,2,long,0.75,1,1,5.5078125,78.27004219409282
ax_fixed,2,long,0.75,1,2,5.2109375,77.92169561377686
ax_fixed,2,short,0.1,1,0,0.0625,81.89088411343342
ax_fixed,2,short,0.1,1,1,0.0625,81.91541556275145
ax_fixed,2,short,0.1,1,2,0.0546875,81.97429104111471
ax_fixed,2,short,0.25,1,0,0.2890625,81.78785202629771
ax_fixed,2,short,0.25,1,1,0.328125,81.99882249043273
ax_fixed,2,short,0.25,1,2,0.3515625,81.88597782356982
ax_fixed,2,short,0.5,1,0,1.2734375,81.22362869198312
ax_fixed,2,short,0.5,1,1,1.34375,81.0126582278481
ax_fixed,2,short,0.5,1,2,1.3359375,81.14022176430184
ax_fixed,2,short,0.75,1,0,3.1796875,79.02561083308802
ax_fixed,2,short,0.75,1,1,3.40625,79.35923854381316
ax_fixed,2,short,0.75,1,2,3.2265625,79.98233735649102
ax_fixed,3,random,0.0,1,0,0.0,81.84182121479736
ax_fixed,3,random,0.1,1,0,0.765625,81.64066333038956
ax_fixed,3,random,0.1,1,1,0.71875,81.73878912766166
ax_fixed,3,random,0.1,1,2,0.78125,81.65538219998038
ax_fixed,3,random,0.25,1,0,2.171875,81.32175448925523
ax_fixed,3,random,0.25,1,1,2.15625,81.64556962025317
ax_fixed,3,random,0.25,1,2,1.59375,81.69463251888922
ax_fixed,3,random,0.5,1,0,3.7109375,81.32666077911882
ax_fixed,3,random,0.5,1,1,3.9453125,81.17456579334707
ax_fixed,3,random,0.5,1,2,3.6953125,81.19909724266509
ax_fixed,3,random,0.75,1,0,5.3984375,80.67412422725934
ax_fixed,3,random,0.75,1,1,5.8125,81.17456579334707
ax_fixed,3,random,0.75,1,2,6.015625,80.87528211166716
ax_fixed,3,random,1.0,1,0,7.59375,80.68393680698655
ax_fixed,3,random,1.0,1,1,7.4765625,80.40918457462467
ax_fixed,3,random,1.0,1,2,8.140625,80.38955941517025
ax_fixed,3,long,0.1,1,0,0.28125,81.80747718575213
ax_fixed,3,long,0.1,1,1,0.3984375,81.86144637425178
ax_fixed,3,long,0.1,1,2,0.34375,81.89088411343342
ax_fixed,3,long,0.25,1,0,1.296875,81.66028848984398
ax_fixed,3,long,0.25,1,1,1.4296875,81.7780394465705
ax_fixed,3,long,0.25,1,2,1.3671875,81.73388283779806
ax_fixed,3,long,0.5,1,0,2.8671875,81.61613188107154
ax_fixed,3,long,0.5,1,1,3.2265625,81.36100480816407
ax_fixed,3,long,0.5,1,2,2.9296875,81.43459915611814
ax_fixed,3,long,0.75,1,0,5.609375,80.85565695221274
ax_fixed,3,long,0.75,1,1,5.3203125,81.18437837307428
ax_fixed,3,long,0.75,1,2,5.265625,80.94397016975763
ax_fixed,3,short,0.1,1,0,0.015625,81.71425767834364
ax_fixed,3,short,0.1,1,1,0.03125,81.72897654793445
ax_fixed,3,short,0.1,1,2,0.0390625,81.66028848984398
ax_fixed,3,short,0.25,1,0,0.3046875,81.74369541752527
ax_fixed,3,short,0.25,1,1,0.328125,81.84672750466098
ax_fixed,3,short,0.25,1,2,0.328125,81.66519477970759
ax_fixed,3,short,0.5,1,0,1.1875,81.78294573643412
ax_fixed,3,short,0.5,1,1,1.3671875,81.65047591011677
ax_fixed,3,short,0.5,1,2,1.2265625,81.72897654793445
ax_fixed,3,short,0.75,1,0,3.46875,81.33156706898244
ax_fixed,3,short,0.75,1,1,3.28125,81.33156706898244
ax_fixed,3,short,0.75,1,2,3.25,81.07643999607497
ax_fixed,1,random,0.0,2,0,0.0,82.12638602688646
ax_fixed,1,random,0.1,2,0,0.6953125,81.97919733097831
ax_fixed,1,random,0.1,2,1,0.6640625,81.89579040329703
ax_fixed,1,random,0.1,2,2,0.6484375,81.99882249043273
ax_fixed,1,random,0.25,2,0,1.609375,81.59650672161712
ax_fixed,1,random,0.25,2,1,2.0390625,81.27759788048277
ax_fixed,1,random,0.25,2,2,1.5703125,81.61122559120793
ax_fixed,1,random,0.5,2,0,3.5234375,79.24148758708664
ax_fixed,1,random,0.5,2,1,3.703125,79.32980080463153
ax_fixed,1,random,0.5,2,2,2.828125,80.60543616916887
ax_fixed,1,random,0.75,2,0,5.4140625,77.16612697478168
ax_fixed,1,random,0.75,2,1,5.5390625,76.59699735060347
ax_fixed,1,random,0.75,2,2,5.0703125,79.26111274654106
ax_fixed,1,random,1.0,2,0,7.140625,72.95653027180846
ax_fixed,1,random,1.0,2,1,7.1484375,72.73574722794622
ax_fixed,1,random,1.0,2,2,6.609375,74.59523108625258
ax_fixed,1,long,0.1,2,0,0.5234375,81.73878912766166
ax_fixed,1,long,0.1,2,1,0.5859375,81.8663526641154
ax_fixed,1,long,0.1,2,2,0.5,81.92522814247866
ax_fixed,1,long,0.25,2,0,1.375,81.74860170738887
ax_fixed,1,long,0.25,2,1,1.21875,81.5916004317535
ax_fixed,1,long,0.25,2,2,1.3515625,81.84672750466098
ax_fixed,1,long,0.5,2,0,2.921875,81.0028456481209
ax_fixed,1,long,0.5,2,1,2.8046875,81.38553625748209
ax_fixed,1,long,0.5,2,2,2.7734375,81.45422431557256
ax_fixed,1,long,0.75,2,0,5.09375,79.96761848690021
ax_fixed,1,long,0.75,2,1,4.6875,80.28162103817094
ax_fixed,1,long,0.75,2,2,4.8828125,79.97743106662742
ax_fixed,1,short,0.1,2,0,0.078125,82.08713570797762
ax_fixed,1,short,0.1,2,1,0.078125,82.10185457756845
